text,sentiment
not having a good day..one bad thing after another,negative
in a rather bad mood,negative
easier route,positive
neck really hurts,negative
scare me,negative
love,positive
Hellooooooo...,negative
They burnt my zuccini,negative
I hope,positive
bored,negative
s very sweet,positive
I FEEL LIKE ****......,negative
THUMPING.,negative
headache,negative
broke,negative
like La,positive
chili cheese fries a bad idea for lunch..,negative
can`t wait for Daughtry`s new album!,positive
tired,negative
boring,negative
great,positive
down,negative
Today was successful.,positive
e isn`t legal,negative
wonderful,positive
lovely,positive
****,negative
So jealous im not at asylum right now,negative
"you have been busy, have a lovely time",positive
Oh sure . Thx,positive
d welcome,positive
Bloody sunburned,negative
hard,negative
sick,negative
shut up.,negative
Wishes,positive
awesome.,positive
Good for you Rachel.,positive
I already miss my Mohawk.,negative
I`m so poor.,negative
Thank you so much,positive
Its not nice,negative
"sorry,",negative
fresh air,positive
Boo Im lonely and bored,negative
hurts,negative
too hot,negative
I always get left out,negative
****..,negative
crappy,negative
Love,positive
Just had an iced coffee. Christ that tasted nasty,negative
I don`t wanna be single the rest of my life,positive
good,positive
Sad,negative
is so bored...,negative
tired,negative
fantastic.,positive
Happy,positive
bored.,negative
but i love adriana,positive
Fun,positive
Thank you for that!,positive
My coffee got cold blah!,negative
hoping I can get some sleep tonight,positive
finally leaving this place! woohoo! school time!,positive
That would be most welcome,positive
Bored. (:|,negative
****!,negative
special,positive
That`s really of sweet of you!,positive
oh no.... please... dont do that to yourself again,negative
saaaaaaaaaaaaaad,negative
e beautiful,positive
won`t need my hugs anymore,negative
Congratulations,positive
always makes bad decisions,negative
sucks,negative
crampsss...,negative
"sad,",negative
learned,positive
its Monday and all is good,positive
good morning.,positive
sound great,positive
Trouble in paradice,negative
So you`re the reason I can`t get a BoC,negative
i miss coffee,negative
hope,positive
Not happy got a big choice to make,negative
bad,negative
now i dont feel so good,negative
Having horrible nightmares not gonna go back to sleep,negative
sucks,negative
Swollen face.....again,negative
Sad,negative
VEGA UNDER FIREEEEEE,negative
love,positive
Happy Mother`s Day,positive
hurts!,negative
best,positive
great,positive
managed to crash,negative
I`m already so hungry.,negative
love,positive
headache,negative
happy,positive
grumble..,negative
sadly,negative
bad,negative
Congrats!,positive
funny!,positive
good,positive
never good,negative
disappointing report card,negative
Good night Tw,positive
MISS THEM ALREADY,negative
enjoying,positive
****,negative
sorry,negative
OMG!!! That`s a nightmare,negative
miss,negative
"cant contain myself, tooooooo excited",positive
sweet november;,positive
tired,negative
wish,positive
pain?,negative
I cut my thumb on a broken coffee pot.,negative
I can`t,negative
that **** sucks,negative
little bit late,negative
lost,negative
Ugh RUDE!..,negative
its all over! no more high school,negative
miss,negative
ur a poopy head,negative
movie out today but i cant go see it,negative
Happy,positive
I miss him,negative
"layenn down,uughh dunt feel well",negative
Thank god for Starbucks,positive
killed,negative
I LOVE music!!!,positive
love yo,positive
That`s not too bad.  Good luck!,positive
i feel sad for you elizabeth.,negative
Lots of fun,positive
I was nice!! I called you  lmao,positive
i love it,positive
tan.,negative
. My feet are killing me,negative
special,positive
miss my hubby already!,negative
Good Morning everybody and happy Mothers Day!!!!,positive
nice,positive
sad..,negative
Thanks,positive
"Who out there loves the soup. I do, I do.",positive
tired,negative
Oh no... that bird is back,negative
like,positive
I`m sad.,negative
doesn`t want to go to work..,negative
smells like dead fish,negative
bored out of my mind,negative
upset,negative
loving,positive
sadness!,negative
nervous,negative
This class is really long,negative
you taste so good,positive
"A nice,",positive
#heartbreak,negative
I hope,positive
touche,positive
**** IT!!,negative
Yum! Whole box of cookies for me,positive
like,positive
excited,positive
glad you`re alright!,positive
don`t want to go!!!,negative
*hugs,positive
"sadly,",negative
I loved it!,positive
& healthy choice,positive
"nice song,",positive
i cant spell,negative
I can`t wait to see them!,positive
love,positive
happy,positive
Noiiiiice,positive
Scary!,negative
I have a sore tummy,negative
who cares its hockey,negative
I Luv Da movie Sa,positive
doesn`t like me,negative
smelly,negative
haven`t seen,negative
like,positive
Yuuum,positive
New picture  bored.,negative
Good luck 2 u and the babies,positive
sore,negative
Nice,positive
the end is nigh,negative
I`m so excited!,positive
"fail,",negative
a GREA,positive
hate,negative
ouch,negative
can we please?,positive
he so is! <3,positive
Happy,positive
"Many thanks, mate",positive
toughest,negative
So sorry,negative
ugh,negative
best.,positive
the inspiration,positive
cancelled..,negative
perfect,positive
chucking,negative
nottt nice,negative
sucks,negative
so sweet,positive
i cut my hand open!!!,negative
WTF??,negative
so meann,negative
getting really excited for junior senior,positive
like,positive
funny!,positive
i quite like God Save Our King too,positive
yall partyin with out me,negative
cool,positive
Good,positive
thanks,positive
Bye bye edinburgh  i don`t want to leave,negative
Good,positive
Happy,positive
I hate being sick.,negative
i wish i was there too,positive
Sad,negative
Lol,positive
Thanks for making me laugh,positive
I`m sorry,negative
**** Felicia is freakin cute,positive
awww,positive
won`t,negative
dirteeh..,negative
excellent,positive
today was the BEST <3,positive
Interesting.,positive
go dreambears <33333 hahahahaha,positive
Happy,positive
bad,negative
my feet are cold.....i hate when my feet get cold,negative
nobody evr reply`s 2 me.,negative
Best,positive
ily favourite,positive
Scared as ****.,negative
I am sad that my kids were ungrateful today,negative
Happy,positive
not fair!!,negative
adoarble,positive
I am so ready to go.,positive
chillin,positive
I  do not want to work tomorrow!,negative
Thanks,positive
Happy,positive
i love you more than you`ll ever know.,positive
tired,negative
horrible,negative
Starting to get sad.,negative
"not sick,",positive
I just had a horrible dream.,negative
its too sunny for work  !!!,negative
hope,positive
Did not feel like getting up,negative
happy birthday,positive
good morning to everyone,positive
annoyed,negative
Good morning world.,positive
chilly,negative
Happy Mother`s Day,positive
It`s nice to see you!,positive
wish,positive
"Thanks,",positive
sorry,negative
happy,positive
That`s **** awesome!,positive
"Excellent, he will never know, lmao.",positive
I love chocolate.,positive
pricey,negative
Not professional at all.,negative
ARGGGHHHHHHHHHHH,negative
miss you,negative
Hate,positive
aww!,positive
boring,negative
noisy peeps,negative
I love you mama,positive
I wish,positive
Goodnight;,positive
"good morning  one m,ore day YAY!",positive
i wish you were playing at MY prom,positive
luv it  so true,positive
? I have such a lead foot,positive
Happy,positive
*hug*,positive
Thanks,positive
Happy,positive
can`t get here fast enough!,negative
I sunburnt through factor 30,negative
happy,positive
cursing,negative
careless,negative
Have a HUGE headache... don`t have asprin here at work.,negative
jealous!,negative
#myweawkness chocolate..,negative
we are free,positive
not good enough!,negative
i`m bored :,negative
fail.,negative
.whoops!,positive
have fun without me pasty  <33,positive
sucked,negative
isint letting me,negative
reaaaallly bored,negative
car accident,negative
counting the minutes,negative
fun,positive
i`m so glad,positive
hate,negative
Good rainy morning all,positive
gloomy,negative
elet br,negative
slow,negative
congrats!,positive
is still waiting.,negative
I`m sorry,negative
Happy,positive
it was closed,negative
Lonely weekend ahead.,negative
Happy Mother`s Day to all you mother`s in Twitterville!,positive
has a sore throat,negative
i have a fever,negative
"Feeling inspired this evening, huh?",positive
liked,positive
Happy Mother`s Day,negative
tooth came out !,negative
God bless,positive
I feel like my dream just got crushed,negative
it`s my fave!,positive
_joy it`s entirely possible,positive
my heart hurts too.,negative
welcome,positive
terrible,negative
sad,negative
pretty,positive
sorry,negative
expensive,negative
Had the best night I`ve had in a while.,positive
That poor goose.,negative
my feelings are hurt,negative
My husband thinks my Twittering makes me a creeper...,negative
have fun see,positive
Happy birthday.,positive
beautiful,positive
Congratulations!,positive
thank you,positive
miss,negative
good morning everbody!,positive
sorry,negative
love new shoes  thanks wine lo,positive
missing,negative
Happy,positive
boo,negative
I love  the names!,positive
happy mothers day,positive
losing followers,negative
can`t wait!,positive
aww  i will keep sending it ;),positive
don`t worry,positive
great night! great peolple!,positive
says BAD TRIP!,negative
welcome,positive
tyvm,positive
arghhhh,negative
soo boring..,negative
tired!!!,negative
Thanks!,positive
tired.,negative
Happy,positive
missed,negative
HaPPy B-DAY Ma Freaaaaaaak  <3,positive
saying goodbye to Papa....,negative
i want so bad to go to the mcfly`s concert,positive
lame.,negative
I hope you feel better soon,positive
Is tired!,negative
Mount dishes have been conquered. Dish land is ours,positive
haha,positive
Fuzzball is more fun,positive
bad,negative
cant sleep,negative
blimey!,negative
I look forward,positive
I hope,positive
i miss my boo,negative
UGH I HATE QUEUEING,negative
Happy,positive
I miss,negative
Happy,positive
missed,negative
missing my car SO MUCH!!!,negative
yucky burn,negative
Soooo humid outside!,negative
Aww,positive
Enjoy!,positive
e sad,negative
Happy Mother`s Day !,positive
hurts,negative
aww i feel so bad for Holly,negative
nice!,positive
Its so nice i ahd to work today,positive
WHY CANT I FIND IT!!!,negative
nutritious,positive
Good,positive
fun,positive
worthless.,negative
i wish you still loved me,positive
At least you made it,positive
Happy Mothers Day to all the Mommys.,positive
is liking this feeling,positive
"ah good deal, hope you find some new music",positive
Off home ill from work. This man flu is hell,negative
how I love thee,positive
thanx,positive
threw,negative
pretty,positive
had a wonderful evening with those I love!,positive
today was interesting...,positive
i have a crush on someone!,positive
love,positive
happy,positive
perfect.,positive
appreciated.,positive
slow!,negative
you lvoe me!,positive
favorite!,positive
haha that`s way cool!,positive
Yay!,positive
me miss high school,negative
really really wants to go and see Coraline.,positive
i wish you were in my class last year,positive
! beautiful,positive
ish okay my loveee,positive
death,negative
too far away,negative
Happy,positive
****,negative
Really good night,positive
Where is my bestie when i need him,negative
haox.,negative
happy all,positive
wanna leave work al,negative
good,positive
welcome,positive
enjoy,positive
But it was worth it  ****.,positive
